,headline,article_text,source,bias,cleaned_text,compound,positive,neutral,negative
52,"Lakhimpur violence: Only 4 out of 44 witnesses recorded, SC asks UP govt to take all statements","NEW DELHI:  Hauling up the UP Police for not recording statements of vulnerable witnesses in the Lakhimpur Kheri violence, the Supreme Court on Wednesday pulled it up for dilly-dallying and delaying the filing of the status report in the probe. Eight persons, including four farmers, were killed in the violence on October 3. “We think you are dragging your feet. Please dispel that impression,” observed a bench led by Chief Justice of India N V Ramana. The remarks came while perusing the UP government’s status report that was filed in a sealed cover just before the hearing. “We had expected it (report) yesterday and waited for it till late night,” the CJI told UP’s counsel, adding they hadn’t instructed filing it in a sealed cover.  ALSO READ | Lakhimpur Kheri violence: 'Rail roko' affects 150 locations in Northern Railway zone, 60 trains affected In the past, the court had faced criticism for the sealed cover procedure in sensitive cases like the Rafale scam.  During the hearing, the bench asked as to why the police had recorded statements of only four out of 44 witnesses under Section 164 of the CrPC. “This statement (164 CrPC) has more evidentiary value; why haven’t you recorded them? Statement before police will not lead anywhere,” Justice Suryakant said. Senior advocate Harish Salve, who also represented UP, claimed the probe into the killing of farmers was still on and the process to record statements is ongoing. He said the police had recorded two FIRs — one related to the murder case allegedly involving the son of a Union minister after SUVs ploughed into farmers in the village, and the other in which the crowd lynched and killed those who were in the cars. ALSO READ: SIT releases photos of six suspects Salve said 10 people have been arrested in connection with the farmers’ killing, of which four are still in police custody. Saying it was only concerned with the attack on farmers, the bench asked whether the accused were taken into police custody. The counsel said prior to being sent to jail, the six accused were in police custody for three days. The bench then asked if the police themselves gave up the right to seek their police custody or the local court denied them custody. Witness protection
The bench told Salve to protect vulnerable witnesses. “You are in a better position to ascertain who needs protection. Record their statements and give them protection.” Salve said he will make sure the UP govt draws up a witness protection plan and will share the details on October 26, the next date of hearing",newsexp,R,,,,,
53,Lakhimpur Kheri case: SIT releases 6 photos of lynching suspects announce ‘rewards’ for info,"LUCKNOW: While probing into the mowing down of four farmers in the Lahikmpur Kheri violence case, the special investigation team (SIT) of UP Polie released six photographs of suspects who had allegedly ‘lynched’ three BJP workers after the farmers’ death on October 3.  It has also announced cash rewards -- without mentioning the amount --for information about the suspects and assured that the identity of the informers will be protected.  The pictures released by the SIT show a few men with sticks and black flags in their hands near burning vehicles. The SIT said sharing the pictures may amount to violation of rights and something that may put these men at risk.  As per the highly placed sources, police are trying to ascertain the nature of the attack on the convoy led by MoS Ajay Mishra’s son Ashish Mishra. Primarily, the SIT wants to establish if the attack on the convoy was ‘intentional or an act of retaliation. SN Sabat, additional director general (Lucknow zone), however, said, “It is a legal process which we normally follow in all other cases as well.” As per the sources, among the photos, while some faces are local, others may be from adjoining districts including Pilibhit and Bahraich, etc. The sources also claimed that the photos were taken out from the video clips which the SIT got from various sources. “Both the FIRs are under scanner. After the release of photos, witnesses have started arriving at the crime branch office to record their statements. Around five witnesses recorded their statements on Wednesday,” said Upendra Agarwal, DIG heading the SIT.",newsexp,R,,,,,
54,Supreme Court to hear Lakhimpur Kheri matter on October 20,"NEW DELHI: The Supreme Court is scheduled to hear on Wednesday the matter pertaining to the October 3 violence in Lakhimpur Kheri in which eight persons, including four farmers, were killed during a farmers' protest. A bench comprising Chief Justice N V Ramana and Justices Surya Kant and Hima Kohli, which had on October 8 expressed dissatisfaction over the steps taken by the Uttar Pradesh government in the ""brutal"" murder of eight persons, would hear the matter.  Ten people, including Union Minister of State for Home Ajay Mishra's son Ashish Mishra, have been arrested so far in connection with the case. The top court is hearing the matter after two lawyers had written a letter to the CJI seeking a high-level judicial inquiry, also involving the CBI, into the incident. Four farmers were mowed down by an SUV in Lakhimpur Kheri when a group agitating against the Centre's three new farm laws was holding a demonstration against the visit of Uttar Pradesh Deputy Chief Minister Keshav Prasad Maurya on October 3. Two BJP workers and a driver were beaten to death allegedly by the angry protesters, while a local journalist was also killed in the violence. Several farmer organisations are protesting against the passage of three laws -- The Farmers Produce Trade and Commerce (Promotion and Facilitation) Act, 2020, The Essential Commodities (Amendment) Act, 2020 and Farmers (Empowerment and Protection) Agreement on Price Assurance and Farm Services Act, 2020 since last November. The apex court had stayed the implementation of these laws in January. Initially, the protests started from Punjab in November last year and later spread to Delhi, Haryana, and Uttar Pradesh While hearing the matter on October 8, the apex court had questioned the Uttar Pradesh government over the non-arrest of all the accused and had directed preservation of evidence. The bench had said, ""the law must take its course against all accused"" and ""the government has to take all remedial steps in this regard to inspire confidence"" in the investigation of ""brutal murder of eight persons"". The counsel appearing for the state government had assured the top court on October 8 that all appropriate action would be taken in the case.",newsexp,R,,,,,
55,"Lakhimpur, a question of human dignity","A local court in Lakhimpur in Uttar Pradesh has rejected the bail plea of Ashish Mishra, son of Union Minister Ajay Mishra, in the case over the murder of four farmers and a journalist. A few have been arrested in connection with the incident. The allegation is that the farmers and the journalist were killed by a convoy that deliberately ran over them and the accused had caused it. The video of the scene has shocked our mass conscience. The fact that a few BJP workers too were killed is quite sad and perturbing. After the incident, the UP Law Minister Brajesh Pathak visited the families of the BJP workers, while not caring to meet the families of the farmers who lost their lives. An elected government and the ministers running it must act in terms of the Constitution and not merely based on their political beliefs or inclinations. Such an ethical metamorphosis is an imperative, given the letter and spirit of the oath that a minister takes as per the Constitution. Jawaharlal Nehru, on the eve of Independence, opined that after the country attains freedom, though there would be a Congress government, it won’t be controlled by leaders of the Congress Party. This distinction should apply to every dispensation, irrespective of its political colour.  However, during the time of democratic crisis, this fine division becomes blurred, and the very government gets identified with the political party. Worse, even the political parties get reduced to an individual and the individual is glorified and equalised with the nation. Recall the slogan “India is Indira; Indira is India” formulated by D K Barooah, the Congress leader, prior to the Emergency (1975–77). At present, political idolatry is re-emerging in the country. It leads to a situation where Cabinet ministers act merely as political leaders with partisan interest, as it occurred with the UP law minister. This is an indication of democratic degeneration. Tarunabh Khaitan of Oxford University says that right from 2014, the Central government “consistently sought to erase the distinction between the party and the state by incrementally, but systemically, seeking to undermine or capture mechanisms that seek executive accountability”. A reflection of the process is also discernible in states like UP, Assam and Gujarat. A significant impact of this democratic destabilisation is clearly manifested in the uprooting of rule of law in such states. The Lakhimpur incident narrates a changed idea of law enforcement that negates the tenets of constitutionalism. It tells us about much more than mere criminalisation of politics. It was in the Manoj Narula case (2014) that the Supreme Court said that “criminalisation of politics is an anathema to the sacredness of democracy”. In the judgment, the court emphasised the significance of constitutional morality and good governance. The court said: “The faith of the people is embedded in the root of the idea of good governance which means reverence for citizenry rights, respect for fundamental rights and statutory rights in any governmental action, deference for unwritten constitutional values, veneration for institutional integrity, and inculcation of accountability to the collective at large.” The Lakhimpur episode, along with several other incidents ranging from Unnao to Hathras, not only shows the increasing crime rate in UP, but also the regime’s attitude towards it. According to a report by the National Crime Records Bureau, UP has recorded the highest number of murder cases in India (3,779) in 2020. Process of law often takes a back seat. It required the admonition of the top court even for arresting the accused in the Lakhimpur incident. It is in the very same state that journalists are arrested and incarcerated for doing their job, by invoking draconian laws like the Unlawful Activities (Prevention) Act. Those who protested the Citizenship Amendment Act and the farm laws too had to face a similar predicament. False encounter killings and vigilantism has become the new normal. Almost every gathering of people with an agitational gesture was labelled unlawful, with Section 144 of the Criminal Procedure Code invoked. Activist Harsh Mander has pointed out that out of 139 persons jailed in 2020 under the National Security Act, 76 were accused of cow slaughter. Alleging ‘love jihad’, many couples were arrested. The state that instigated or abetted or justified heinous crimes like murder and rape was keen to brand personal intimacy a serious offence. Selective use or misuse or non-use of law, in accordance with the temporal requirement of those in power, is the new UP brand of justice. States like Assam and Tripura followed suit. Recall the killing of two people in police firing in Darrang district in Assam. The video of the official photographer thrashing the corpse of a man points to the situation in our troubled times. There is no human dignity without true democracy. As jurist Ronald Dworkin opined, “equal concern and respect” are the hallmarks of rule of law. Liberty, equality and fraternity are non-negotiable facets of egalitarianism. In constitutional democracies, rule of law rejects arbitrariness of power, as classically explained by the jurist A V Dicey. The law should be always above the politics of the day. However, in the UP model, the law is only an instrument of political power. Lakhimpur speaks volumes about the failure of a legal system, and of politics along with it. Kaleeswaram Raj
Lawyer, Supreme Court of India
(kaleeswaramraj@gmail.com)
(Tweets @KaleeswaramR)
 ",newsexp,R,,,,,
56,"Lakhimpur Kheri violence: Accused Sumit Jaiswal, 3 others arrested","LUCKNOW: In the latest development, Lakhimpur Kheri Police and the SWAT team of the crime branch on Monday arrested four more persons including Sumit Jaiswal alias Modi in connection with the violence that claimed eight lives on October 3. The other three persons arrested in connection with the case are Shishupal, Nandan Singh Bisht, and Satya Prakash Tripathi. With the arrest of four more persons, the total number of persons arrested so far in connection with the case rises to 10.  At the time of arrest, the SWAT team recovered and seized a licensed revolver and three bullets from the possession of Satya Prakash Tripathi, said the police sources. The police had been looking for Sumit Jaiswal who was seen in one of the videos fleeing the Thar Mahindra SUV that allegedly had mowed down the protesting farmers. Jaiswal had got the cross FIR lodged against the farmers for the lynching of three persons. Meanwhile, Ashish Mishra and his co-accused Ankit Das, Latif aka Kale, and Das’s driver Shekhar Bharti have been sent to Lakhimpur district jail after the completion of their respective police remand. All the accused have been kept in separate cells in the jail. The sources claimed that the SIT probing into the violence has got around 135 video clips from different sources so far. Moreover, photos and CCTV footage have also been received by the SIT which is investigating all the angles by joining the series of events that led to violence.  On the other, MoS Ajay Mishra Teni held the local police responsible for the incident. He said while visiting one of the families of the victim BJP workers that it was the laxity on the part of the district administration that led to such an incident. The minister claimed that a CBI probe would be undertaken keeping the DM, SP, and other officials under scanner in the case.",newsexp,R,,,,,
57,"Lakhimpur Kheri violence: Stray protests, no major impact of 'Rail Roko' in Uttar Pradesh","LUCKNOW: Barring stray protests at railway tracks at some places, the Samyukt Kisan Morcha's six-hour 'Rail Roko' stir over Lakhimpur Kheri violence failed to create any significant impact in Uttar Pradesh on Monday. The farmers protested briefly at some places of the state.  There was heavy police deployment in and around railway stations, but trains stopped briefly at few stations, railway officials said. Trains were halted at Meerut and Greater Noida's Dankaur stations by the protesters, BKU media in-charge Dharmendra Malik said. In Ghaziabad's Modinagar, they agitated in front of a goods train which had already reached its destination. In Uttar Pradesh's Muzaffarnagar, Bharatiya Kisan Union (BKU) workers halted the Amritsar-Delhi and the Jalandhar Express trains by staging a dharna on rail tracks. The BKU workers also staged a token demonstration at the Raya Station in Mathura, officials said, adding that they later vacated the railway tracks. Meanwhile, peace prevailed in Lakhimpur Kheri, the site of the October 3 violence. ALSO READ: 'Rail roko' affects 150 locations in Northern Railway zone, 60 trains affected The railways had suspended train movement in the region, with the Samyukt Kisan Morcha (SKM) also withdrawing its agitation there. Amandeep Singh Sandhu, BKU district president, told PTI that in ""view of the prevailing situation in Kheri, the SKM had cancelled the 'rail roko' agitation in the district"". ""Also, the untimely rains and heavy winds had hit the paddy crops in the district and farmers are busy managing the crop… the railways has also suspended the movement of trains in Kheri, hence, it (agitation) was of no use there,"" he said. The farmers' body had given the call for nationwide ‘rail roko andolan' to demand the dismissal and arrest of Minister of State for Home Ajay Mishra to ensure justice in the Lakhimpur Kheri case. Ashish Mishra, son of Ajay Mishra, was arrested in connection with the case on October 9. Shivam Sharma, PRO, North Central Railway (NCR) said farmers stopped the Gomti Express for two to three minutes at the Khurja Railway Station. The protesters, however, left after being persuaded by the police. In Jhansi, the farmers demonstrated for around 10 minutes at the Dabra Station and between Gohad and Malanpur stations. They later left after being asked by the police, he said. Similarly at two places between Mathura-Palwal of Agra Division, the farmers demonstrated at the railway gate and also near the Rundhi Station. ALSO READ: Not received any report of disturbance, say Delhi Police on Farmers' 'rail roko' stir Sharma said there was no loss of railway property. ""In Lucknow, police were deployed in large numbers at Utrathia and Alamnagar railway stations. The security personnel prevented the farmers from entering the stations,"" Lucknow Police Commissioner D K Thakur said. He said elaborate security arrangements have been made outside all railway stations of the state capital, and farmers were stopped before reaching the stations. Kanpur Police Commissioner Aseem Arun said there was no impact of the farmers' agitation in Kanpur as tight security arrangements were maintained as a precautionary measure. The SKM, leading the movement against the Centre's new agricultural laws, had in a statement said that the agitation of the farmers would be intensified till there was justice in the Lakhimpur Kheri case. It had also said that trains would be stopped from 10 am to 4 pm on Monday during the 'Rail Roko' protest. ""A nationwide rail roko andolan to demand the dismissal and arrest of Minister of State for Home Ajay Mishra to ensure justice in the Lakhimpur Kheri case will be held on October 18,"" it had said. Eight people, including four farmers, died in the violence on October 3. The four farmers were allegedly knocked down by a vehicle carrying BJP workers. Angry farmers then allegedly lynched some people in the vehicles. The other dead included two BJP workers and their driver. Farmers have claimed that Ashish Mishra was in one of the vehicles, an allegation denied by him and Ajay Mishra, who say they can produce evidence to prove he was at an event at that time.",newsexp,R,,,,,
58,"Lakhimpur Kheri violence: 'Rail roko' affects 150 locations in Northern Railway zone, 60 trains affected","NEW DELHI: The Samyukt Kisan Morcha's six-hour 'rail roko' protest on Monday over the Lakhimpur violence affected 150 locations in the Northern Railway zone and hindered the running of 60 trains, said its chief public relation officer (CPRO). In the North Western Railway (NWR) zone, rail traffic was affected in some sections in Rajasthan and Haryana with 18 trains cancelled, 10 partially cancelled and one diverted due to the protest.  The trains that have been affected in the Northern Railway zone include the Chandigarh-Ferozepur Express. Its scheduled departure from Ludhiana was 7 am, but has been stranded there due to a blockade in the Ferozpur-Ludhiana section, the official said. The New Delhi-Amritsar Shatabdi Express was halted near Shambu station as protesters blocked railway tracks near Sahnewal and Rajpura. ""So far, 130 locations in the Northern Railway zone have been affected and operations of 50 trains hindered,"" the Northern Railway CPRO said. In Rajasthan, the agitation affected train movement in Hanumangarh and Sriganganagar of the Bikaner division. ALSO READ | Lakhimpur Kheri violence: Cong slams PM Modi for not removing Union minister despite son's arrest An NWR spokesperson said rail traffic on Bhiwani-Rewari, Sirsa-Rewari, Loharu-Hisar, Suratgarh-Bathinda, Sirsa-Bathinda, Hanumangarh-Bathinda, Rohtak-Bhiwani, Rewari-Sadulpur, Hisar-Bathinda, Hanumangarh-Sadulpur and Sri Ganganagar-Rewari sections was affected due to the agitation. The Bathinda-Rewari Special train and the Sirsa-Ludhiana Special train will remain cancelled on Monday, he said, adding the route of Ahmedabad-Shri Mata Vaishno Devi Katra Special train has also been changed. The train which departed from Ahmedabad on Saturday will run on the changed route via Rewari-Delhi-Pathankot to Shri Mata Vaishno Devi Katra, he said. The Samyukt Kisan Morcha, an umbrella body of farmer unions spearheading the agitation against the Centre's three agri laws, had said ""protests will be intensified until justice is secured"" in the Lakhimpur Kheri case. All train traffic will be stopped from 10 am till 4 pm on Monday during the 'rail roko' protest over the demand of the dismissal and arrest of Union Minister Ajay Mishra in connection with the Lakhimpur Kheri case, the SKM had said. Four of the eight people who died in the violence in Uttar Pradesh's Lakhimpur Kheri on October 3 were farmers, allegedly knocked down by a vehicle carrying BJP workers. Angry farmers then allegedly lynched some people in the vehicles. The other dead included two BJP workers and their driver. Farmers have claimed that Ashish Mishra was in one of the vehicles, an allegation denied by him and Ajay Mishra who say they can produce evidence to prove he was at an event at that time. Ashish Mishra was arrested in the case on October 9.",newsexp,R,,,,,
59,"'Rail Roko' protest: Farmers block train traffic in Punjab, demand justice in Lakhimpur violence case","CHANDIGARH: Farmers in Punjab squatted on rail tracks on Monday morning as part of the Samyukt Kisan Morcha's six-hour 'rail roko' protest demanding the dismissal and arrest of Union Minister Ajay Mishra in connection with the violence in Uttar Pradesh's Lakhimpur Kheri. A railway official said four sections of the Ferozepur division were blocked by the protesters.  The Ferozepur-Fazilka section in Ferozepur city and the Ferozepur-Ludhiana section at Ajitwal in Moga were affected, the official said. ​ALSO READ | Lakhimpur incident: SKM to hold 'Rail Roko' on October 18 to demand dismissal, arrest of Union Minister Ajay Mishra Demanding the arrest of Union Minister Ajay Mishra, Kisan Mazdoor Sangharsh Committee general secretary Sarwan Singh Pandher, on Monday, said the KMSC will hold protests at 20 places in 11 districts of the state. In a statement, the Samyukt Kisan Morcha (SKM), an umbrella body of farmer unions spearheading the agitation against the Centre's three agri laws, had said ""protests will be intensified until justice is secured"" in the Lakhimpur Kheri case. During the 'rail roko' protest, all train traffic will be stopped from 10 am till 4 pm on Monday, the SKM had said. ""To press for its demand for MoS Home Ajay Mishra's dismissal and arrest, so that justice can be secured in the Lakhimpur Kheri massacre, Samyukt Kisan Morcha has announced a nation-wide Rail Roko programme."" ALSO READ | Lakhimpur Kheri violence: Cong slams PM Modi for not removing Union minister despite son's arrest ""SKM put out a call to its constituents to stop rail traffic for six hours on October 18 between 10 am and 4 pm. The SKM asks for this action to be taken up peacefully, without any destruction and damage of any kind to any railway property,"" it had said. Four of the eight people who died in the violence on October 3 were farmers, allegedly knocked down by a vehicle carrying BJP workers. Angry farmers then allegedly lynched some people in the vehicles. The other dead included two BJP workers and their driver. Farmers have claimed that Ashish Mishra was in one of the vehicles, an allegation denied by him and Ajay Mishra who say they can produce evidence to prove he was at an event at that time. Ashish Mishra was arrested in the case on October 9.",newsexp,R,,,,,
60,"Lakhimpur incident: SKM to hold 'Rail Roko' on October 18 to demand dismissal, arrest of Union Minister Ajay Mishra","NEW DELHI: The Samyukt Kisan Morcha (SKM) on Sunday said 'Rail Roko' protests will be held across the country on October 18 to demand the dismissal and arrest of Union Minister Ajay Mishra in connection with the Lakhimpur Kheri incident. In a statement, the umbrella body of farmer unions spearheading the farmers' agitation against the Centre's three agri laws, said ""protests will only be intensified until justice is secured"" in the Lakhimpur Kheri case.  The SKM said during the 'rail roko' protest, all train traffic will be stopped for six hours from 10 am till 4 pm on Monday. ""To press for its demand for MoS Home Ajay Mishra's dismissal and arrest, so that justice can be secured in the Lakhimpur Kheri massacre, Samyukt Kisan Morcha has announced a nation-wide Rail Roko program tomorrow. ""SKM put out a call to its constituents to stop rail traffic for six hours on October 18, between 10 am and 4 pm. The SKM asks for this action to be taken up peacefully, without any destruction and damage of any kind to any railway property,"" it said. Four of the eight people who died in the violence on October 3 were farmers, allegedly knocked down by a vehicle carrying BJP workers. Angry farmers then allegedly lynched some people in the vehicles. The other dead included two BJP workers and their driver. Farmers have claimed that Ashish Mishra was in one of the vehicles, an allegation denied by him and Ajay Mishra who say they can produce evidence to prove he was at an event at that time. Ashish Mishra was arrested in the case on October 9. The SKM also claimed that at effigy-burning events across Uttar Pradesh, several farmer leaders were put under house arrested while some were detained. SKM condemns this and asks the UP government not to suppress the right to protest of ordinary citizens, it added.",newsexp,R,,,,,
61,Lakhimpur Kheri violence: Cong slams PM Modi for not removing Union minister despite son's arrest,"NEW DELHI: The Congress on Saturday said the ""brutal"" mowing down of farmers in Lakhimpur Kheri was a manifestation of the government's continuing ""arrogance"" and slammed Prime Minister Narendra Modi for not removing the Union minister whose son has been arrested in connection with the incident. The Congress Working Committee (CWC), the party's highest decision-making body, in a resolution alleged that the last seven years have witnessed a ""diabolical design"" to attack the livelihood of 'annadatas' and landless farm labourers.  Referring to the October 3 Lakhimpur Kheri violence in which eight people died, four of them farmers allegedly knocked down by a vehicle carrying BJP workers, the CWC said that ""the brutal mowing down of farmers is a manifestation of the continuing arrogance"". ""This incident was preceded by the Union minister (of state) for home affairs, himself an accused in a case of murder in which the high court has reserved judgment for 43 months, publicly threatening the farmers with dire consequences, while flaunting his own dubious antecedents,"" the Congress said. Despite his son having been accused and arrested under relentless public pressure, Prime Minister Narendra Modi ""shamelessly"" refuses to remove Ajay Mishra as Union minister of state for home affairs, it said. On October 3, after the four farmers were knocked down, infuriated people then allegedly lynched some people in the vehicles. The other dead included two BJP workers and their driver. In the incident, a journalist was also killed. Farmers claimed that Union Minister Ajay Mishra's son Ashish Mishra was in one of the vehicles, an allegation denied by him and his father who say they can produce evidence to prove he was at an event at that time. Ashish Mishra 'Monu' was arrested in the case on October 9 after 12 hours of questioning, and a court has accepted his police custody from October 12 to October 15. In its resolution, the Congress said it is committed to the repeal of the three farm laws and ensuring a just and fair minimum support price mechanism for India's farmers as well as justice for landless farm labourers. ""We reiterate our continued resolve to fight this battle alongside farmers and farm labourers to defeat the Modi government's deliberate attack on India's 'annadatas',"" the CWC said. The party alleged that the ""attack"" on farmers began with a sinister design to deny the land acquisition compensation guaranteed by the Congress led-UPA through an Act of Parliament. This was followed by a refusal to provide any form of relief from agricultural indebtedness, a dilution of the norms for crop compensation and the framing of a convoluted crop insurance scheme which singularly benefitted select insurance companies instead of the suffering farmers, the resolution said. Agriculture was subjected to unjustifiable levels of taxation by imposing Goods and Services Tax (GST) on fertiliser (five per cent), pesticides (18 per cent) and tractors and agricultural equipment (12 per cent-18 per cent), it said. Meanwhile, fertilizer, seed and pesticide prices skyrocketed, the resolution pointed out. This was compounded by astronomical increase in diesel prices that are touching an unprecedented Rs 100 per litre and have even surpassed the Rs 100 per litre mark in several cities across the country, the resolution said. All these retrograde and outright anti-farmer measures, including excessive taxation by the Modi government, have placed an additional burden of Rs. 20,000-25,000 per hectare on agriculture, it claimed. ""The plight of India's farmers can be gauged from the NSSO report, which highlights that the average income per day of the small and marginal farmer is a pittance of Rs 26.67/ day. And the average debt is Rs 72,000 per farmer. The average income per day is way below even the minimum daily wage for labour,"" the resolution stated. For over ten and a half months, lakhs of farmers have been protesting peacefully on Delhi's borders, blocked by spikes and boulders on the national highway from advancing further, it said. The CWC also noted the ""courage and consistency"" with which Rahul Gandhi has fought for the cause of farmers and the ""resilience"" of Priyanka Gandhi Vadra in fighting the onslaught on farmers in Uttar Pradesh. In another resolution on the political situation in the country, the CWC said the tragic incident at Lakhimpur Kheri is a clear example of official support to the attempt to suppress the voice of the farmers. The refusal of the prime minister to condemn the brutal murder of the farmers and to sack the minister of state for home affairs have shocked the conscience of the country, it said.",newsexp,R,,,,,
62,Lakhimpur violence: Ashish Mishra's associate brought to Lucknow for recovery of weapons,"LUCKNOW: With the Special Investigation Team (SIT) tightening the noose around the six accused arrested so far in the Lakhimpur violence case, police brought Ankit Das, a close associate of prime accused Ashish Mishra, to the state capital Lucknow on Friday. Ankit Das was arrested in connection with the October 3 violence on October 13 along with his bodyguard Latif aka Kale.  So far, six accused – Ashish Mishra, Ankit Das, Ashish Pandey, Luvkush, Latif aka Kale and Shekhar Bharti – have been arrested and grilled by the SIT in connection with the violence under Tikunia police station during which eight persons, including four farmers, had lost their lives in Lakhimpur Kheri. As per sources, Ankit Das, who lives in Lucknow, was brought to the state capital for the recovery of the weapons which were allegedly used during the violence on October 3. It may be recalled that initially IG Lucknow zone, Lakshmi Singh, had claimed that the police party had recovered empty shells from the spot of the incident. Later, when the SIT was set up to probe the case, the investigation team had reportedly recovered the cartridges from the Thar Mahindra SUV which had allegedly ploughed into the group of protesting farmers crushing four of them to death on the fateful day. ALSO READ: Cops recreate Lakhimpur crime but Tikait raps ‘red carpet arrest’ Sources claimed that during the interrogation of the accused, especially Ankit Das, the use of weapons like pistol and repeater gun had come to light. Earlier, late on Thursday night, Ashish Mishra, the prime accused in the Lakhimpur violence and son of Union MoS Ajay Mishra Teni, was sent back to the district jail as his police remand had ended. However, before bringing Ankit and his bodyguard to Lucknow, SIT chief DIG Upendra Agarwal interrogated him, Latif and Shekhar Bharti at the crime branch office of Lakhimpur Kheri. All three were questioned about the presence of Ashish Mishra at the spot of the violence and his role in the incident on the fateful day. The SIT had taken all four — Ashish Mishra, Ankit Das, Latif and Shekhar Bharti — to the spot for recreation of the crime scene on Thursday. Meanwhile, police teams are trying to nab Sumit Jaiswal who was seen fleeing one of the vehicles at the site of the crime in a number of videos. It was Sumit Jaiswal who had lodged a cross FIR against the unidentified 20 farmers for lynching the driver Om Prakash Tiwari and two BJP workers during the incident. The lawyers of Ashish Mishra, whose bail application was dismissed by the CJM court on Wednesday, are now planning to apply for his bail in the sessions court of Lakhimpur Kheri, said sources.",newsexp,R,,,,,
63,Cops recreate Lakhimpur crime but Tikait raps ‘red carpet arrest’,"LUCKNOW: The Special Investigation Team probing the Lakhimpur Kheri violence attempted to recreate the crime scene on Thursday by taking the four accused persons, including Ashish Mishra, the son of union minister of state for Ajay Mishra Teni, to the spot where the violence took place. Amid heavy security arrangements, the SIT took Mishra, his close associate Ankit Das, Das’s body guard Latif and Ankit’s driver Shekhar Bharti to the spot of the crime and recreated the scene using police vehicles. Eight persons, including four farmers, had died after Mishra and others in at least two SUVs allegedly ploughed into a crowd of protesting farmers on October 3. But the farmers seem to be dissatisfied with the investigation with Bharatiya Kisan Union’s  Rakesh Tikait reiterating their demand for the dismissal of Teni.   “The red carpet arrest of the minister's son, who is the main accused in the incident, has fuelled anger among the protesting farmers,” the BKU leader said near Aligarh. He claimed that the minister was influencing the SIT investigation. All accused cross questioned
Before taking the accused to the spot, the SIT led by DIG Upendra Agarwal brought all the accused together and cross questioned them for over an hour",newsexp,R,,,,,
64,"New entrants, Lakhimpur-Kheri incident prominent in Congress’ Bihar bypoll plans","NEW DELHI: The Congress, perhaps buoyed by the protests against the Lakhimpur-Kheri incident in poll-bound Uttar Pradesh, is learnt to have started preparing new electoral strategies in all upcoming elections, starting with by-elections for two Assembly seats in Bihar. Some of these plans seem to be revolving around new entrants Kanhaiya Kumar, Jignesh Mevani and Hardik Patel who are expected to attack BJP on issues of public interest. Party insiders said the new electoral strategies will be tested in Bihar where by-elections are due on October 30. Star campaigners Kanhaiya, Mevani and Patel will leave no stone unturned to make things difficult for the ruling JD(U) and RJD, which is an ally in the proposed grand alliance at the national level.
Actor-turned-politician Shatrughan Sinha, former cricketer Kriti Azad, bureaucrat-turned-politician and former LS speaker Meira Kumar and other leaders will also be roped in.  “Kanhaiya, Jignesh and Hardik have been assigned the task of bluntly and logically expose the wrong deeds, policies and failures of the NDA government. They are crowd pullers,” said a senior Congress leader preferring anonymity. If the new electioneering model yields results, the same model will  be used in UP and other states in 2022. The party also wants to highlight its past deeds, including its role in Bangladesh’s liberation war. A exhibition of photographs on this was held at AICC headquarters recently. “It was aimed at showing how our government had acted to liberate Bangladesh and how hapless the Modi government is before China’s transgressions,” said Suman Kumar, a Congress leader. The party has also in principle decided not to involve interim national president Sonia Gandhi, Priyanka Gandhi Vadra and Rahul Gandhi in electioneering in Bihar and other states.",newsexp,R,,,,,
65,"Lakhimpur Kheri case: SIT takes Union minister's son, others to recreate sequence of events","LAKHIMPUR KHERI: The SIT probing the Lakhimpur violence on Thursday took Union Minister Ajay Mishra's son and three others arrested in the case to recreate the sequence of events leading to the incident in Uttar Pradesh's Tikonia village. Amid tight security, the three accused were taken to the site of the incident on the Tikonia-Banbirpur road, around 60 km from district headquarters Lakhimpur city, police said.  Eight people died in the October 3 violence and of them, four were farmers, allegedly knocked down by a vehicle carrying BJP workers. Infuriated farmers then allegedly lynched some people in the vehicles. In the incident, a journalist was also killed. Farmers claimed that Union Minister Ajay Mishra's son Ashish Mishra was in one of the vehicles, an allegation denied by him and his father who say they can produce evidence to prove he was at an event at that time. Ashish Mishra 'Monu' was arrested in the case on October 9 after 12 hours of questioning, and a court has accepted his police custody from October 12 to October 15. The other three -- Shekhar Bharti was arrested on October 12, and Ankit Das and Latif alias Kale were arrested on October 13. Das, Latif and Bharti are in police custody from October 14 to October 17. On Thursday, investigators reached the district jail premises in the morning to take Das, Latif and Bharti into police custody. The trio were taken to the crime branch's office at the Reserve Police Lines, which is near the district jail where main accused Ashish Mishra is lodged. They were taken to Tikonia village by the special investigation team (SIT) amid heavy security for further investigations, police said.",newsexp,R,,,,,
